tier,speaker,start,stop,dur,val
CHI,NA,12700,13870,1170,0.
CHI,NA,24685,25015,330,0.
CHI,NA,31378,31628,250,0.
CHI,NA,39353,39593,240,0.
CHI,NA,48550,48770,220,NO-HAY-PALABRAS
CHI,NA,56443,57153,710,0.
CHI,NA,58488,58678,190,NO-HAY-PALABRAS
CHI,NA,59453,61713,2260,NO-HAY-PALABRAS
CHI,NA,66610,68140,1530,NO-HAY-PALABRAS
CHI,NA,69415,69825,410,0.
CHI,NA,69910,71100,1190,0.
CHI,NA,73145,73955,810,0.
CHI,NA,75540,76040,500,0.
CHI,NA,77040,79000,1960,0.
CHI,NA,79680,80280,600,0.
CHI,NA,92840,93200,360,0.
CHI,NA,93710,94180,470,0.
CHI,NA,99085,100095,1010,0.
CHI,NA,105180,106050,870,0.
CHI,NA,106485,106945,460,NO-HAY-PALABRAS
CHI,NA,107445,107775,330,0.
CHI,NA,109580,111350,1770,NO-HAY-PALABRAS
CHI,NA,113005,114675,1670,NO-HAY-PALABRAS
CHI,NA,115610,116430,820,NO-HAY-PALABRAS
CHI,NA,116780,117500,720,NO-HAY-PALABRAS
CHI,NA,117680,118300,620,NO-HAY-PALABRAS
CHI,NA,118490,119010,520,0.
CHI,NA,120320,120800,480,0.
CHI,NA,120820,121320,500,NO-HAY-PALABRAS
CHI,NA,121770,122610,840,NO-HAY-PALABRAS
CHI,NA,124000,125360,1360,0.
CHI,NA,158250,159940,1690,0.
CHI,NA,164675,165415,740,0.
CHI,NA,165935,166165,230,NO-HAY-PALABRAS
CHI,NA,176140,176590,450,0.
CHI,NA,181215,182775,1560,0.
CHI,NA,194995,195285,290,0.
CHI,NA,197660,198020,360,0.
CHI,NA,201145,201975,830,0.
CHI,NA,202955,203385,430,NO-HAY-PALABRAS
CHI,NA,203630,205430,1800,NO-HAY-PALABRAS
CHI,NA,205500,205890,390,NO-HAY-PALABRAS
CHI,NA,206405,207545,1140,0.
CHI,NA,208195,208515,320,0.
CHI,NA,208885,209150,265,0.
CHI,NA,209175,211210,2035,0.
CHI,NA,211295,211975,680,0.
CHI,NA,212615,213265,650,0.
CHI,NA,213400,213890,490,0.
CHI,NA,232095,233695,1600,NO-HAY-PALABRAS
CHI,NA,233885,234515,630,NO-HAY-PALABRAS
CHI,NA,234690,235110,420,NO-HAY-PALABRAS
CHI,NA,236140,239070,2930,NO-HAY-PALABRAS
CHI,NA,241035,241485,450,0.
CHI,NA,244000,244550,550,0.
CHI,NA,251395,253545,2150,0.
CHI,NA,254840,255020,180,NO-HAY-PALABRAS
CHI,NA,266830,267350,520,NO-HAY-PALABRAS
CHI,NA,283170,284120,950,0.
CHI,NA,298795,300001,1206,0.
comentarios,NA,232095,233695,1600,gritos
comentarios,NA,233885,234515,630,gritos
tlsp@CHI,NA,12700,13870,1170,0.
tlsp@CHI,NA,24685,25015,330,0.
tlsp@CHI,NA,31378,31628,250,0.
tlsp@CHI,NA,39353,39593,240,0.
tlsp@CHI,NA,56443,57153,710,0.
tlsp@CHI,NA,69415,69825,410,0.
tlsp@CHI,NA,69910,71100,1190,0.
tlsp@CHI,NA,73145,73955,810,0.
tlsp@CHI,NA,75540,76040,500,0.
tlsp@CHI,NA,77040,79000,1960,0.
tlsp@CHI,NA,79680,80280,600,0.
tlsp@CHI,NA,92840,93200,360,0.
tlsp@CHI,NA,93710,94180,470,0.
tlsp@CHI,NA,99085,100095,1010,0.
tlsp@CHI,NA,105180,106050,870,0.
tlsp@CHI,NA,107445,107775,330,0.
tlsp@CHI,NA,118490,119010,520,0.
tlsp@CHI,NA,120320,120800,480,0.
tlsp@CHI,NA,124000,125360,1360,0.
tlsp@CHI,NA,158250,159940,1690,0.
tlsp@CHI,NA,164675,165415,740,0.
tlsp@CHI,NA,176140,176590,450,0.
tlsp@CHI,NA,181215,182775,1560,0.
tlsp@CHI,NA,194995,195285,290,0.
tlsp@CHI,NA,197660,198020,360,0.
tlsp@CHI,NA,201145,201975,830,0.
tlsp@CHI,NA,206405,207545,1140,0.
tlsp@CHI,NA,208195,208515,320,0.
tlsp@CHI,NA,208885,209150,265,0.
tlsp@CHI,NA,209175,211210,2035,0.
tlsp@CHI,NA,211295,211975,680,0.
tlsp@CHI,NA,212615,213265,650,0.
tlsp@CHI,NA,213400,213890,490,0.
tlsp@CHI,NA,241035,241485,450,0.
tlsp@CHI,NA,244000,244550,550,0.
tlsp@CHI,NA,251395,253545,2150,0.
tlsp@CHI,NA,283170,284120,950,0.
tlsp@CHI,NA,298795,300001,1206,0.
OTR,NA,81130,82420,1290,0.
OTR,NA,190640,191880,1240,0.
OTR,NA,194025,195015,990,0.
OTR,NA,195435,196845,1410,0.
OTR,NA,199375,200925,1550,0.
OTR,NA,201025,201735,710,0.
quien@OTR,NA,81130,82420,1290,mujer.
quien@OTR,NA,190640,191880,1240,mujer.
quien@OTR,NA,194025,195015,990,mujer.
quien@OTR,NA,195435,196845,1410,mujer.
quien@OTR,NA,199375,200925,1550,mujer.
quien@OTR,NA,201025,201735,710,mujer.
tlsp@OTR,NA,81130,82420,1290,0.
tlsp@OTR,NA,190640,191880,1240,0.
tlsp@OTR,NA,194025,195015,990,0.
tlsp@OTR,NA,195435,196845,1410,0.
tlsp@OTR,NA,199375,200925,1550,0.
tlsp@OTR,NA,201025,201735,710,0.
