tier,speaker,start,stop,dur,val
CHI,NA,0,260,260,NO-HAY-PALABRAS
CHI,NA,280,740,460,NO-HAY-PALABRAS
CHI,NA,1570,2800,1230,NO-HAY-PALABRAS
CHI,NA,3640,4990,1350,NO-HAY-PALABRAS
CHI,NA,5110,5350,240,0.
CHI,NA,5950,6860,910,NO-HAY-PALABRAS
CHI,NA,8440,11260,2820,NO-HAY-PALABRAS
CHI,NA,11710,12750,1040,NO-HAY-PALABRAS
CHI,NA,13890,15210,1320,NO-HAY-PALABRAS
CHI,NA,15220,16760,1540,0.
CHI,NA,17560,18890,1330,0.
CHI,NA,19585,19745,160,0.
CHI,NA,20635,21305,670,0.
CHI,NA,22320,23360,1040,NO-HAY-PALABRAS
CHI,NA,24760,24980,220,0.
CHI,NA,26130,26620,490,0.
CHI,NA,27855,28235,380,0.
CHI,NA,28675,29115,440,0.
CHI,NA,30095,30585,490,NO-HAY-PALABRAS
CHI,NA,31690,33150,1460,NO-HAY-PALABRAS
CHI,NA,33390,33560,170,NO-HAY-PALABRAS
CHI,NA,34120,34640,520,NO-HAY-PALABRAS
CHI,NA,35680,36230,550,NO-HAY-PALABRAS
CHI,NA,37010,37550,540,NO-HAY-PALABRAS
CHI,NA,37700,38860,1160,NO-HAY-PALABRAS
CHI,NA,39400,41120,1720,NO-HAY-PALABRAS
CHI,NA,41610,42490,880,NO-HAY-PALABRAS
CHI,NA,43420,44070,650,NO-HAY-PALABRAS
CHI,NA,46665,47235,570,0.
CHI,NA,47970,48390,420,NO-HAY-PALABRAS
CHI,NA,52340,52850,510,NO-HAY-PALABRAS
CHI,NA,62245,62445,200,NO-HAY-PALABRAS
CHI,NA,63325,64155,830,NO-HAY-PALABRAS
CHI,NA,64620,65500,880,0.
CHI,NA,65870,66600,730,NO-HAY-PALABRAS
CHI,NA,66995,67425,430,0.
CHI,NA,71070,71430,360,0.
CHI,NA,72720,73100,380,0.
CHI,NA,74680,74890,210,NO-HAY-PALABRAS
CHI,NA,75265,75755,490,0.
CHI,NA,77010,77670,660,0.
CHI,NA,78320,78860,540,0.
CHI,NA,79400,79720,320,0.
CHI,NA,80310,81380,1070,0.
CHI,NA,81925,84495,2570,0.
CHI,NA,87400,91420,4020,0.
CHI,NA,92020,94360,2340,0.
CHI,NA,94820,95670,850,0.
CHI,NA,96335,96895,560,0.
CHI,NA,97625,98265,640,0.
CHI,NA,98955,99455,500,0.
CHI,NA,100575,101575,1000,0.
CHI,NA,102405,102555,150,NO-HAY-PALABRAS
CHI,NA,102840,103130,290,0.
CHI,NA,103975,104285,310,0.
CHI,NA,107640,108400,760,0.
CHI,NA,109400,109880,480,NO-HAY-PALABRAS
CHI,NA,112050,112380,330,NO-HAY-PALABRAS
CHI,NA,112865,113755,890,NO-HAY-PALABRAS
CHI,NA,114360,115640,1280,NO-HAY-PALABRAS
CHI,NA,116110,117440,1330,NO-HAY-PALABRAS
CHI,NA,117845,119505,1660,NO-HAY-PALABRAS
CHI,NA,120405,121855,1450,NO-HAY-PALABRAS
CHI,NA,122300,122780,480,NO-HAY-PALABRAS
CHI,NA,124980,125330,350,NO-HAY-PALABRAS
CHI,NA,128235,128805,570,NO-HAY-PALABRAS
CHI,NA,129750,130200,450,NO-HAY-PALABRAS
CHI,NA,131175,133025,1850,NO-HAY-PALABRAS
CHI,NA,134330,134800,470,NO-HAY-PALABRAS
CHI,NA,135765,135985,220,NO-HAY-PALABRAS
CHI,NA,136985,137405,420,NO-HAY-PALABRAS
CHI,NA,138115,138685,570,0.
CHI,NA,138970,139430,460,NO-HAY-PALABRAS
CHI,NA,139890,141370,1480,0.
CHI,NA,141910,143580,1670,0.
CHI,NA,149085,149375,290,0.
CHI,NA,151050,151650,600,NO-HAY-PALABRAS
CHI,NA,153890,154880,990,NO-HAY-PALABRAS
CHI,NA,155075,155655,580,NO-HAY-PALABRAS
CHI,NA,157365,157975,610,NO-HAY-PALABRAS
CHI,NA,158640,158990,350,NO-HAY-PALABRAS
CHI,NA,159455,159715,260,NO-HAY-PALABRAS
CHI,NA,159985,160385,400,NO-HAY-PALABRAS
CHI,NA,160865,161375,510,NO-HAY-PALABRAS
CHI,NA,162510,163120,610,NO-HAY-PALABRAS
CHI,NA,164115,166145,2030,NO-HAY-PALABRAS
CHI,NA,166200,168370,2170,NO-HAY-PALABRAS
CHI,NA,169335,169945,610,NO-HAY-PALABRAS
CHI,NA,172340,173000,660,NO-HAY-PALABRAS
CHI,NA,173670,174130,460,NO-HAY-PALABRAS
