tier,speaker,start,stop,dur,val
CHI,NA,33590,34350,760,0.
CHI,NA,37170,38680,1510,0.
CHI,NA,39465,40015,550,0.
CHI,NA,40940,41720,780,0.
CHI,NA,56050,56820,770,0.
CHI,NA,59365,59505,140,0.
CHI,NA,59745,60025,280,0.
CHI,NA,67585,68325,740,0.
CHI,NA,173380,174020,640,0.
CHI,NA,175730,176870,1140,0.
CHI,NA,179360,180040,680,0.
CHI,NA,180370,181210,840,0.
CHI,NA,181840,182570,730,0.
CHI,NA,183705,184115,410,0.
CHI,NA,186390,187280,890,0.
CHI,NA,189935,190380,445,0.
CHI,NA,190550,190790,240,0.
CHI,NA,196230,197070,840,0.
CHI,NA,200250,200950,700,0.
CHI,NA,202220,202610,390,0.
CHI,NA,203305,203635,330,0.
CHI,NA,207590,207970,380,0.
CHI,NA,208830,209090,260,0.
CHI,NA,218630,219070,440,0.
CHI,NA,222910,223590,680,0.
CHI,NA,225490,226020,530,0.
CHI,NA,235345,236675,1330,0.
CHI,NA,236970,237750,780,0.
CHI,NA,238270,238740,470,0.
CHI,NA,239385,240015,630,0.
CHI,NA,240620,241040,420,0.
CHI,NA,245790,246420,630,0.
CHI,NA,247345,247665,320,0.
CHI,NA,247805,248845,1040,0.
CHI,NA,250065,250495,430,0.
CHI,NA,250850,251400,550,0.
CHI,NA,252745,253485,740,0.
CHI,NA,256525,256865,340,0.
CHI,NA,258685,259125,440,0.
CHI,NA,259945,260515,570,0.
CHI,NA,262940,263300,360,0.
CHI,NA,263360,264030,670,0.
CHI,NA,264765,265445,680,0.
CHI,NA,265815,266755,940,NO-HAY-PALABRAS
CHI,NA,267805,268205,400,NO-HAY-PALABRAS
CHI,NA,268645,269585,940,NO-HAY-PALABRAS
CHI,NA,270425,271435,1010,NO-HAY-PALABRAS
CHI,NA,271560,272010,450,NO-HAY-PALABRAS
CHI,NA,291095,292615,1520,NO-HAY-PALABRAS
CHI,NA,293115,294180,1065,0.
CHI,NA,296400,297500,1100,0.
tlsp@CHI,NA,33590,34350,760,0.
tlsp@CHI,NA,37170,38680,1510,0.
tlsp@CHI,NA,39465,40015,550,0.
tlsp@CHI,NA,40940,41720,780,0.
tlsp@CHI,NA,56050,56820,770,0.
tlsp@CHI,NA,59365,59505,140,0.
tlsp@CHI,NA,59745,60025,280,0.
tlsp@CHI,NA,67585,68325,740,0.
tlsp@CHI,NA,173380,174020,640,0.
tlsp@CHI,NA,175730,176870,1140,0.
tlsp@CHI,NA,179360,180040,680,0.
tlsp@CHI,NA,180370,181210,840,0.
tlsp@CHI,NA,181840,182570,730,0.
tlsp@CHI,NA,183705,184115,410,0.
tlsp@CHI,NA,186390,187280,890,0.
tlsp@CHI,NA,189935,190380,445,0.
tlsp@CHI,NA,190550,190790,240,0.
tlsp@CHI,NA,196230,197070,840,0.
tlsp@CHI,NA,200250,200950,700,0.
tlsp@CHI,NA,202220,202610,390,0.
tlsp@CHI,NA,203305,203635,330,0.
tlsp@CHI,NA,207590,207970,380,0.
tlsp@CHI,NA,208830,209090,260,0.
tlsp@CHI,NA,218630,219070,440,0.
