tier,speaker,start,stop,dur,val
CHI,NA,6900,7650,750,NO-HAY-PALABRAS
CHI,NA,8775,9605,830,0.
CHI,NA,10650,12040,1390,0.
CHI,NA,14865,15135,270,0.
CHI,NA,15320,15850,530,0.
CHI,NA,16075,16465,390,0.
CHI,NA,17030,17850,820,0.
CHI,NA,18330,18940,610,0.
CHI,NA,20585,21785,1200,0.
CHI,NA,22025,22295,270,0.
CHI,NA,22650,24700,2050,0.
CHI,NA,24735,25345,610,0.
CHI,NA,25730,26600,870,0.
CHI,NA,26945,28525,1580,0.
CHI,NA,28885,29325,440,0.
CHI,NA,31725,31915,190,NO-HAY-PALABRAS
CHI,NA,32490,33440,950,NO-HAY-PALABRAS
CHI,NA,35185,35775,590,NO-HAY-PALABRAS
CHI,NA,77810,78200,390,0.
CHI,NA,79565,80715,1150,0.
CHI,NA,81310,81630,320,0.
CHI,NA,90000,91230,1230,NO-HAY-PALABRAS
CHI,NA,91945,92445,500,NO-HAY-PALABRAS
CHI,NA,95145,95665,520,0.
CHI,NA,111825,114640,2815,NO-HAY-PALABRAS
CHI,NA,122480,123090,610,NO-HAY-PALABRAS
CHI,NA,130565,131605,1040,NO-HAY-PALABRAS
CHI,NA,134485,135595,1110,NO-HAY-PALABRAS
CHI,NA,136910,137780,870,0.
CHI,NA,138190,139020,830,0.
CHI,NA,140490,141420,930,0.
CHI,NA,141905,142775,870,0.
CHI,NA,143280,144050,770,0.
CHI,NA,144515,145310,795,0.
CHI,NA,145775,146575,800,0.
CHI,NA,147295,147625,330,0.
CHI,NA,149090,149360,270,0.
CHI,NA,150165,151235,1070,NO-HAY-PALABRAS
CHI,NA,151370,151840,470,NO-HAY-PALABRAS
CHI,NA,155395,156935,1540,NO-HAY-PALABRAS
CHI,NA,160975,163055,2080,0.
CHI,NA,164295,164935,640,0.
CHI,NA,165455,166555,1100,0.
CHI,NA,169435,169835,400,0.
CHI,NA,171065,171435,370,0.
CHI,NA,174350,174930,580,0.
CHI,NA,179360,180210,850,0.
CHI,NA,180645,181805,1160,0.
CHI,NA,182205,182555,350,0.
CHI,NA,184550,184940,390,0.
CHI,NA,185325,185605,280,0.
CHI,NA,188445,188685,240,0.
CHI,NA,189975,190215,240,0.
CHI,NA,198025,199010,985,NO-HAY-PALABRAS
CHI,NA,199010,199290,280,NO-HAY-PALABRAS
CHI,NA,200470,200760,290,0.
CHI,NA,204785,206790,2005,0.
CHI,NA,209440,210350,910,NO-HAY-PALABRAS
CHI,NA,211675,212565,890,NO-HAY-PALABRAS
CHI,NA,213290,214520,1230,NO-HAY-PALABRAS
CHI,NA,214795,215685,890,NO-HAY-PALABRAS
CHI,NA,224280,224960,680,0.
CHI,NA,224980,225710,730,0.
CHI,NA,226085,226875,790,0.
CHI,NA,226990,227310,320,0.
CHI,NA,227720,228450,730,0.
CHI,NA,228815,229705,890,0.
CHI,NA,230960,232150,1190,0.
CHI,NA,233525,234005,480,NO-HAY-PALABRAS
CHI,NA,234455,235905,1450,NO-HAY-PALABRAS
CHI,NA,237140,237550,410,0.
CHI,NA,237965,238375,410,0.
CHI,NA,238860,239190,330,NO-HAY-PALABRAS
CHI,NA,239725,240655,930,NO-HAY-PALABRAS
CHI,NA,240930,241690,760,NO-HAY-PALABRAS
CHI,NA,242660,245020,2360,NO-HAY-PALABRAS
CHI,NA,245780,246770,990,0.
CHI,NA,247355,247775,420,NO-HAY-PALABRAS
CHI,NA,248325,249365,1040,0.
CHI,NA,249745,250445,700,0.
CHI,NA,250445,251045,600,0.
CHI,NA,251125,251615,490,0.
CHI,NA,252340,253750,1410,NO-HAY-PALABRAS
CHI,NA,254265,255625,1360,0.
CHI,NA,255955,256365,410,0.
CHI,NA,256900,257580,680,0.
CHI,NA,257950,258380,430,0.
CHI,NA,259225,259415,190,NO-HAY-PALABRAS
CHI,NA,262260,263690,1430,NO-HAY-PALABRAS
CHI,NA,264215,264775,560,NO-HAY-PALABRAS
CHI,NA,265315,265675,360,NO-HAY-PALABRAS
CHI,NA,267515,267855,340,0.
CHI,NA,268315,268985,670,0.
CHI,NA,268985,269490,505,0.
CHI,NA,276975,278535,1560,0.
CHI,NA,279185,280065,880,0.
CHI,NA,280685,281025,340,0.
CHI,NA,293345,293895,550,0.
CHI,NA,294620,296710,2090,0.
CHI,NA,297090,298365,1275,0.
tlsp@CHI,NA,8775,9605,830,0.
tlsp@CHI,NA,10650,12040,1390,0.
tlsp@CHI,NA,14865,15135,270,0.
tlsp@CHI,NA,15320,15850,530,0.
tlsp@CHI,NA,16075,16465,390,0.
tlsp@CHI,NA,17030,17850,820,0.
tlsp@CHI,NA,18330,18940,610,0.
tlsp@CHI,NA,20585,21785,1200,0.
tlsp@CHI,NA,22025,22295,270,0.
tlsp@CHI,NA,22650,24700,2050,0.
tlsp@CHI,NA,24735,25345,610,0.
tlsp@CHI,NA,25730,26600,870,0.
tlsp@CHI,NA,26945,28525,1580,0.
tlsp@CHI,NA,28885,29325,440,0.
tlsp@CHI,NA,77810,78200,390,0.
tlsp@CHI,NA,79565,80715,1150,0.
tlsp@CHI,NA,81310,81630,320,0.
tlsp@CHI,NA,95145,95665,520,0.
tlsp@CHI,NA,136910,137780,870,0.
tlsp@CHI,NA,138190,139020,830,0.
tlsp@CHI,NA,140490,141420,930,0.
tlsp@CHI,NA,141905,142775,870,0.
tlsp@CHI,NA,143280,144050,770,0.
tlsp@CHI,NA,144515,145310,795,0.
tlsp@CHI,NA,145775,146575,800,0.
tlsp@CHI,NA,147295,147625,330,0.
tlsp@CHI,NA,149090,149360,270,0.
tlsp@CHI,NA,160975,163055,2080,0.
tlsp@CHI,NA,164295,164935,640,0.
tlsp@CHI,NA,165455,166555,1100,0.
tlsp@CHI,NA,169435,169835,400,0.
tlsp@CHI,NA,171065,171435,370,0.
tlsp@CHI,NA,174350,174930,580,0.
tlsp@CHI,NA,179360,180210,850,0.
tlsp@CHI,NA,180645,181805,1160,0.
tlsp@CHI,NA,182205,182555,350,0.
tlsp@CHI,NA,184550,184940,390,0.
tlsp@CHI,NA,185325,185605,280,0.
tlsp@CHI,NA,188445,188685,240,0.
tlsp@CHI,NA,189975,190215,240,0.
tlsp@CHI,NA,200470,200760,290,0.
tlsp@CHI,NA,204785,206790,2005,0.
tlsp@CHI,NA,224280,224960,680,0.
tlsp@CHI,NA,224980,225710,730,0.
tlsp@CHI,NA,226085,226875,790,0.
tlsp@CHI,NA,226990,227310,320,0.
tlsp@CHI,NA,227720,228450,730,0.
tlsp@CHI,NA,228815,229705,890,0.
tlsp@CHI,NA,230960,232150,1190,0.
tlsp@CHI,NA,237140,237550,410,0.
tlsp@CHI,NA,237965,238375,410,0.
tlsp@CHI,NA,245780,246770,990,0.
tlsp@CHI,NA,248325,249365,1040,0.
tlsp@CHI,NA,249745,250445,700,0.
tlsp@CHI,NA,250445,251045,600,0.
tlsp@CHI,NA,251125,251615,490,0.
tlsp@CHI,NA,254265,255625,1360,0.
tlsp@CHI,NA,255955,256365,410,0.
tlsp@CHI,NA,256900,257580,680,0.
tlsp@CHI,NA,257950,258380,430,0.
tlsp@CHI,NA,267515,267855,340,0.
tlsp@CHI,NA,268315,268985,670,0.
tlsp@CHI,NA,268985,269490,505,0.
tlsp@CHI,NA,276975,278535,1560,0.
tlsp@CHI,NA,279185,280065,880,0.
tlsp@CHI,NA,280685,281025,340,0.
tlsp@CHI,NA,293345,293895,550,0.
tlsp@CHI,NA,294620,296710,2090,0.
tlsp@CHI,NA,297090,298365,1275,0.
OTR,NA,230960,232150,1190,0.
