tier,speaker,start,stop,dur,val
CHI,NA,28570,29560,990,0.
CHI,NA,30205,31375,1170,0.
CHI,NA,32490,33130,640,0.
CHI,NA,36390,37510,1120,0.
CHI,NA,37930,38390,460,0.
CHI,NA,69040,69490,450,0.
CHI,NA,70315,70705,390,0.
CHI,NA,72020,72270,250,0.
CHI,NA,74595,75095,500,0.
CHI,NA,84375,84925,550,0.
CHI,NA,86520,87240,720,0.
CHI,NA,91660,92550,890,0.
CHI,NA,93565,94435,870,0.
CHI,NA,168640,169690,1050,0.
CHI,NA,204155,205375,1220,0.
CHI,NA,205575,206235,660,0.
CHI,NA,206595,207565,970,0.
CHI,NA,208778,209330,552,0.
CHI,NA,211930,212890,960,0.
CHI,NA,217320,220050,2730,0.
CHI,NA,220365,222685,2320,NO-HAY-PALABRAS
CHI,NA,222775,225125,2350,0.
CHI,NA,225890,226820,930,0.
CHI,NA,226935,228485,1550,NO-HAY-PALABRAS
CHI,NA,229380,230520,1140,0.
CHI,NA,234720,236700,1980,0.
CHI,NA,256900,257670,770,0.
CHI,NA,258045,259665,1620,0.
CHI,NA,260335,261435,1100,0.
CHI,NA,261855,262845,990,0.
CHI,NA,263500,264500,1000,0.
CHI,NA,264620,265800,1180,0.
CHI,NA,269670,271760,2090,0.
CHI,NA,272475,274175,1700,0.
CHI,NA,275175,277105,1930,0.
CHI,NA,279130,281110,1980,0.
CHI,NA,285160,286540,1380,0.
CHI,NA,287000,288310,1310,NO-HAY-PALABRAS
CHI,NA,289605,290320,715,NO-HAY-PALABRAS
CHI,NA,291875,294690,2815,0.
CHI,NA,295025,296495,1470,0.
tlsp@CHI,NA,28570,29560,990,0.
tlsp@CHI,NA,30205,31375,1170,0.
tlsp@CHI,NA,32490,33130,640,0.
tlsp@CHI,NA,36390,37510,1120,0.
tlsp@CHI,NA,37930,38390,460,0.
tlsp@CHI,NA,69040,69490,450,0.
tlsp@CHI,NA,70315,70705,390,0.
tlsp@CHI,NA,72020,72270,250,0.
tlsp@CHI,NA,74595,75095,500,0.
tlsp@CHI,NA,84375,84925,550,0.
tlsp@CHI,NA,86520,87240,720,0.
tlsp@CHI,NA,91660,92550,890,0.
tlsp@CHI,NA,93565,94435,870,0.
tlsp@CHI,NA,168640,169690,1050,0.
tlsp@CHI,NA,204155,205375,1220,0.
tlsp@CHI,NA,205575,206235,660,0.
tlsp@CHI,NA,206595,207565,970,0.
tlsp@CHI,NA,208778,209330,552,0.
tlsp@CHI,NA,211930,212890,960,0.
tlsp@CHI,NA,217320,220050,2730,0.
tlsp@CHI,NA,222775,225125,2350,0.
tlsp@CHI,NA,225890,226820,930,0.
tlsp@CHI,NA,229380,230520,1140,0.
tlsp@CHI,NA,234720,236700,1980,0.
tlsp@CHI,NA,256900,257670,770,0.
tlsp@CHI,NA,258045,259665,1620,0.
tlsp@CHI,NA,260335,261435,1100,0.
tlsp@CHI,NA,261855,262845,990,0.
tlsp@CHI,NA,263500,264500,1000,0.
tlsp@CHI,NA,264620,265800,1180,0.
tlsp@CHI,NA,269670,271760,2090,0.
tlsp@CHI,NA,272475,274175,1700,0.
tlsp@CHI,NA,275175,277105,1930,0.
tlsp@CHI,NA,279130,281110,1980,0.
tlsp@CHI,NA,285160,286540,1380,0.
tlsp@CHI,NA,291875,294690,2815,0.
tlsp@CHI,NA,295025,296495,1470,0.
OTR,NA,31580,32520,940,0.
OTR,NA,67060,68890,1830,0.
OTR,NA,69575,70375,800,0.
OTR,NA,71155,72195,1040,0.
OTR,NA,81440,83980,2540,0.
OTR,NA,85365,86505,1140,0.
OTR,NA,92620,93340,720,0.
OTR,NA,94575,95335,760,0.
OTR,NA,171400,172140,740,0.
OTR,NA,210820,211690,870,0.
quien@OTR,NA,31580,32520,940,mujer.
quien@OTR,NA,67060,68890,1830,mujer.
quien@OTR,NA,69575,70375,800,mujer.
quien@OTR,NA,71155,72195,1040,mujer.
quien@OTR,NA,81440,83980,2540,mujer.
quien@OTR,NA,85365,86505,1140,mujer.
quien@OTR,NA,92620,93340,720,mujer.
quien@OTR,NA,94575,95335,760,mujer.
quien@OTR,NA,171400,172140,740,mujer.
quien@OTR,NA,210820,211690,870,mujer.
tlsp@OTR,NA,31580,32520,940,0.
tlsp@OTR,NA,67060,68890,1830,0.
tlsp@OTR,NA,69575,70375,800,0.
tlsp@OTR,NA,71155,72195,1040,0.
tlsp@OTR,NA,81440,83980,2540,0.
tlsp@OTR,NA,85365,86505,1140,0.
tlsp@OTR,NA,92620,93340,720,0.
tlsp@OTR,NA,94575,95335,760,0.
tlsp@OTR,NA,171400,172140,740,0.
tlsp@OTR,NA,210820,211690,870,0.
