tier,speaker,start,stop,dur,val
CHI,CHI,2022948,2024051,1103,0.
CHI,CHI,2047220,2048029,809,0.
CHI,CHI,2054484,2060563,6079,0.
CHI,CHI,2060885,2062155,1270,0.
CHI,CHI,2062545,2063740,1195,0.
CHI,CHI,2064523,2066260,1737,0.
CHI,CHI,2066665,2067774,1109,0.
CHI,CHI,2069745,2070297,552,0.
CHI,CHI,2071971,2074232,2261,0.
CHI,CHI,2078135,2079492,1357,0.
CHI,CHI,2107291,2108249,958,0.
CHI,CHI,2110398,2112836,2438,0.
CHI,CHI,2162012,2164376,2364,0.
CHI,CHI,2202232,2202749,517,0.
CHI,CHI,2204818,2205018,200,0.
CHI,CHI,2205528,2211903,6375,0.
CHI,CHI,2212782,2214521,1739,0.
CHI,CHI,2215846,2221019,5173,0.
CHI,CHI,2266415,2267328,913,0.
CHI,CHI,2269758,2270343,585,0.
CHI,CHI,2270643,2275373,4730,0.
CHI,CHI,2280699,2283335,2636,0.
CHI,CHI,2305380,2306780,1400,0.
CHI,CHI,2307429,2310679,3250,0.
CHI,CHI,2435316,2435677,361,0.
CHI,CHI,2452233,2453126,893,0.
CHI,CHI,2466169,2466568,399,0.
CHI,CHI,2467125,2467439,314,0.
CHI,CHI,2468106,2469125,1019,0.
CHI,CHI,2469995,2471256,1261,0.
CHI,CHI,2472049,2473057,1008,0.
CHI,CHI,2474344,2475857,1513,0.
CHI,CHI,2496060,2498005,1945,0.
CHI,CHI,2504976,2505304,328,0.
CHI,CHI,2506392,2506662,270,0.
CHI,CHI,2507811,2508113,302,0.
CHI,CHI,2520907,2522371,1464,0.
CHI,CHI,2522721,2524177,1456,0.
CHI,CHI,2525023,2526173,1150,0.
CHI,CHI,2526878,2527824,946,0.
CHI,CHI,2528686,2528879,193,0.
CHI,CHI,2529124,2530482,1358,0.
CHI,CHI,2530829,2535574,4745,0.
CHI,CHI,2539348,2573543,34195,0.
CHI,CHI,2575251,2575913,662,0.
CHI,CHI,2578862,2579560,698,0.
CHI,CHI,2579987,2581501,1514,0.
CHI,CHI,2592278,2593507,1229,0.
CHI,CHI,2595076,2595575,499,0.
CHI,CHI,4466000,4467470,1470,0.
CHI,CHI,4468210,4470590,2380,0.
CHI,CHI,4486120,4486540,420,0.
CHI,CHI,4490110,4490570,460,0.
CHI,CHI,4491450,4492580,1130,0.
CHI,CHI,4495900,4496520,620,0.
CHI,CHI,4497105,4497715,610,0.
CHI,CHI,4497890,4499680,1790,0.
CHI,CHI,4521970,4523160,1190,0.
CHI,CHI,4525275,4527545,2270,0.
CHI,CHI,4534890,4535360,470,0.
CHI,CHI,4536525,4537805,1280,0.
CHI,CHI,4539335,4540685,1350,0.
CHI,CHI,4565960,4567240,1280,0.
CHI,CHI,4567930,4568300,370,0.
CHI,CHI,4568715,4569475,760,0.
CHI,CHI,4570225,4571239,1014,0.
CHI,CHI,4571305,4571595,290,0.
CHI,CHI,4585040,4586020,980,0.
CHI,CHI,4605120,4605360,240,0.
CHI,CHI,4605964,4606226,262,0.
CHI,CHI,4617857,4618910,1053,0.
CHI,CHI,4619500,4620720,1220,0.
CHI,CHI,4621400,4622050,650,0.
CHI,CHI,4622385,4622785,400,0.
CHI,CHI,4623645,4624535,890,0.
CHI,CHI,4624880,4625450,570,0.
CHI,CHI,4626505,4627265,760,0.
CHI,CHI,4627985,4629555,1570,0.
CHI,CHI,4633140,4634100,960,0.
CHI,CHI,4642610,4642850,240,0.
CHI,CHI,4643060,4644665,1605,0.
CHI,CHI,4645640,4646510,870,0.
CHI,CHI,4647425,4648425,1000,0.
CHI,CHI,4649375,4649835,460,0.
CHI,CHI,4650675,4651225,550,0.
CHI,CHI,4651470,4651850,380,0.
CHI,CHI,4653550,4653910,360,0.
CHI,CHI,4654830,4655240,410,0.
CHI,CHI,4656115,4656825,710,0.
CHI,CHI,4662330,4664120,1790,0.
CHI,CHI,4664785,4665285,500,0.
CHI,CHI,4666035,4666405,370,0.
CHI,CHI,4672540,4673030,490,0.
CHI,CHI,4690410,4690850,440,0.
CHI,CHI,4691160,4691470,310,0.
CHI,CHI,4691625,4692525,900,0.
CHI,CHI,4694702,4696583,1881,0.
CHI,CHI,4697440,4697870,430,0.
CHI,CHI,4698785,4699415,630,0.
CHI,CHI,4700240,4700790,550,0.
CHI,CHI,4708015,4709675,1660,0.
CHI,CHI,4740315,4740645,330,0.
CHI,CHI,4742370,4742750,380,0.
CHI,CHI,4750560,4751680,1120,0.
CHI,CHI,4752850,4753850,1000,0.
CHI,CHI,4758290,4759590,1300,0.
CHI,CHI,4759660,4761040,1380,0.
CHI,CHI,4763020,4764590,1570,0.
CHI,CHI,4766790,4768050,1260,0.
CHI,CHI,4770070,4771030,960,0.
CHI,CHI,4772280,4773350,1070,0.
CHI,CHI,4775640,4777170,1530,0.
CHI,CHI,4781570,4783020,1450,0.
CHI,CHI,4784210,4785420,1210,0.
CHI,CHI,4788990,4789800,810,0.
CHI,CHI,4792410,4793040,630,0.
CHI,CHI,4795330,4796600,1270,0.
CHI,CHI,4797240,4798560,1320,0.
CHI,CHI,4801990,4802370,380,0.
CHI,CHI,4804520,4804910,390,0.
CHI,CHI,4808760,4809500,740,0.
CHI,CHI,4809990,4810630,640,0.
CHI,CHI,4812360,4812650,290,0.
CHI,CHI,4822460,4824030,1570,0.
CHI,CHI,4824700,4826000,1300,0.
CHI,CHI,5020520,5021290,770,0.
CHI,CHI,5022030,5022350,320,0.
CHI,CHI,5022810,5023980,1170,0.
CHI,CHI,5024700,5025210,510,0.
CHI,CHI,5026610,5027590,980,0.
CHI,CHI,5028650,5029000,350,0.
CHI,CHI,5029940,5030520,580,0.
CHI,CHI,5033265,5034045,780,0.
CHI,CHI,5034860,5035260,400,0.
CHI,CHI,5037425,5037845,420,0.
CHI,CHI,5038570,5039490,920,0.
CHI,CHI,5039975,5040775,800,0.
CHI,CHI,5041270,5042090,820,0.
CHI,CHI,5043025,5044295,1270,0.
CHI,CHI,5044965,5046045,1080,0.
CHI,CHI,5047120,5047880,760,0.
CHI,CHI,5049985,5050255,270,0.
CHI,CHI,5074995,5075545,550,0.
CHI,CHI,5077215,5077525,310,0.
CHI,CHI,5094320,5095200,880,0.
CHI,CHI,5095500,5096260,760,0.
CHI,CHI,5102140,5103410,1270,0.
CHI,CHI,5103540,5104230,690,0.
CHI,CHI,5105750,5108700,2950,0.
CHI,CHI,5109350,5110440,1090,0.
CHI,CHI,5114690,5115170,480,0.
CHI,CHI,5202040,5202630,590,0.
CHI,CHI,5204920,5205250,330,0.
CHI,CHI,5208780,5209350,570,0.
CHI,CHI,5211210,5213650,2440,0.
CHI,CHI,5217825,5218675,850,0.
CHI,CHI,5225695,5227465,1770,0.
CHI,CHI,5231610,5231860,250,0.
CHI,CHI,5235140,5237180,2040,0.
CHI,CHI,5256640,5257290,650,0.
CHI,CHI,5258260,5259190,930,0.
CHI,CHI,5259760,5260820,1060,0.
CHI,CHI,5415060,5416010,950,0.
CHI,CHI,5417370,5417690,320,0.
CHI,CHI,5418800,5419330,530,0.
CHI,CHI,5428460,5429070,610,0.
CHI,CHI,5434405,5434795,390,0.
CHI,CHI,5436505,5436895,390,0.
