tier,speaker,start,stop,dur,val
CHI,CHI,3797096,3797926,830,0.
CHI,CHI,3883530,3884114,584,0.
CHI,CHI,3893680,3894050,370,0.
CHI,CHI,3904166,3904469,303,0.
CHI,CHI,3959560,3959870,310,0.
CHI,CHI,3960440,3960920,480,0.
CHI,CHI,3961870,3962540,670,0.
CHI,CHI,3966570,3966800,230,0.
CHI,CHI,3968516,3969039,523,0.
CHI,CHI,4382410,4383270,860,0.
CHI,CHI,4383810,4384510,700,0.
CHI,CHI,4389047,4389750,703,0.
CHI,CHI,4396937,4397420,483,0.
CHI,CHI,4400395,4400695,300,0.
CHI,CHI,4401210,4402010,800,0.
CHI,CHI,4405030,4405439,409,0.
CHI,CHI,4411045,4411825,780,0.
CHI,CHI,4413682,4413909,227,0.
CHI,CHI,4417185,4418265,1080,0.
CHI,CHI,4422230,4422640,410,0.
CHI,CHI,4424020,4425075,1055,0.
CHI,CHI,4429727,4430121,394,0.
CHI,CHI,4432394,4432788,394,0.
CHI,CHI,4433410,4433727,317,0.
CHI,CHI,4434105,4434645,540,0.
CHI,CHI,4435894,4436227,333,0.
CHI,CHI,4439175,4439775,600,0.
CHI,CHI,4440250,4442197,1947,0.
CHI,CHI,6366136,6367151,1015,0.
CHI,CHI,6368924,6369424,500,0.
CHI,CHI,6371500,6371954,454,0.
CHI,CHI,6376318,6376530,212,0.
CHI,CHI,6377439,6377894,455,0.
CHI,CHI,6379045,6379772,727,0.
CHI,CHI,6380636,6381829,1193,0.
CHI,CHI,6383166,6383818,652,0.
CHI,CHI,6390227,6392394,2167,0.
CHI,CHI,6395015,6395318,303,0.
CHI,CHI,6396294,6397499,1205,0.
CHI,CHI,6398091,6398409,318,0.
CHI,CHI,6399182,6399985,803,0.
CHI,CHI,6401666,6402091,425,0.
CHI,CHI,6412409,6412969,560,0.
CHI,CHI,6415500,6416530,1030,0.
CHI,CHI,6417378,6417636,258,0.
CHI,CHI,6422818,6423636,818,0.
CHI,CHI,6424500,6425469,969,0.
CHI,CHI,6534063,6534964,901,0.
CHI,CHI,6535547,6536210,663,0.
CHI,CHI,6539851,6540228,377,0.
CHI,CHI,6541873,6542711,838,0.
CHI,CHI,6545917,6546972,1055,0.
CHI,CHI,6547653,6548575,922,0.
CHI,CHI,6549365,6550187,822,0.
CHI,CHI,6550831,6551785,954,0.
CHI,CHI,6552406,6553270,864,0.
CHI,CHI,6556469,6557327,858,0.
CHI,CHI,6558011,6559496,1485,0.
CHI,CHI,6560073,6560889,816,0.
CHI,CHI,6561557,6562808,1251,0.
CHI,CHI,6563391,6564028,637,0.
CHI,CHI,6564918,6565660,742,0.
