tier,speaker,start,stop,dur,val
CHI,CHI,3865790,3866236,446,0.
CHI,CHI,3869101,3869248,147,0.
CHI,CHI,3869679,3869886,207,0.
CHI,CHI,3870709,3870953,244,0.
CHI,CHI,3871396,3871566,170,0.
CHI,CHI,3872113,3872243,130,0.
CHI,CHI,3873470,3873623,153,0.
CHI,CHI,3883039,3883682,643,0.
CHI,CHI,3884288,3885376,1088,0.
CHI,CHI,3897408,3897635,227,0.
CHI,CHI,3928613,3928884,271,0.
CHI,CHI,3961337,3962395,1058,0.
CHI,CHI,3973716,3973891,175,0.
CHI,CHI,3978475,3978655,180,0.
CHI,CHI,3979406,3979608,202,0.
CHI,CHI,3980086,3980194,108,0.
CHI,CHI,3980640,3980739,99,0.
CHI,CHI,3982807,3982960,153,0.
CHI,CHI,4010775,4011335,560,0.
CHI,CHI,4012303,4012736,433,0.
CHI,CHI,4013497,4013591,94,0.
CHI,CHI,4015243,4015977,734,0.
CHI,CHI,4038155,4040046,1891,0.
CHI,CHI,4041640,4041873,233,0.
CHI,CHI,4042682,4045642,2960,0.
CHI,CHI,4082157,4083460,1303,0.
CHI,CHI,4978810,4979505,695,0.
CHI,CHI,4981510,4981940,430,0.
CHI,CHI,4984106,4984310,204,0.
CHI,CHI,4984810,4985463,653,0.
CHI,CHI,4988310,4989106,796,0.
CHI,CHI,4989667,4991835,2168,0.
CHI,CHI,4998192,4998394,202,0.
CHI,CHI,5000645,5001133,488,0.
CHI,CHI,5002007,5002177,170,0.
CHI,CHI,5002889,5003022,133,0.
CHI,CHI,5003667,5003899,232,0.
CHI,CHI,5006756,5007012,256,0.
CHI,CHI,5013715,5014415,700,0.
CHI,CHI,5025431,5027310,1879,0.
CHI,CHI,5031175,5032256,1081,0.
CHI,CHI,5035524,5036394,870,0.
CHI,CHI,5037399,5037510,111,0.
CHI,CHI,5995795,5996015,220,0.
CHI,CHI,6045000,6045145,145,0.
CHI,CHI,6053332,6056591,3259,0.
CHI,CHI,6057345,6057446,101,0.
CHI,CHI,6060719,6061591,872,0.
CHI,CHI,6066091,6066458,367,0.
CHI,CHI,6069123,6069882,759,0.
CHI,CHI,6070635,6071963,1328,0.
CHI,CHI,6074918,6077039,2121,0.
CHI,CHI,6127138,6127337,199,0.
CHI,CHI,9032712,9033638,926,0.
CHI,CHI,9034611,9036131,1520,0.
CHI,CHI,9039076,9039217,141,0.
CHI,CHI,9039685,9040234,549,0.
CHI,CHI,9041219,9041399,180,0.
CHI,CHI,9053234,9053943,709,0.
CHI,CHI,9054645,9055060,415,0.
CHI,CHI,9055515,9055640,125,0.
CHI,CHI,9056155,9056202,47,0.
CHI,CHI,9056677,9056931,254,0.
CHI,CHI,9057608,9057911,303,0.
CHI,CHI,9059066,9060594,1528,0.
CHI,CHI,9062175,9062254,79,0.
CHI,CHI,9062921,9062980,59,0.
CHI,CHI,9073355,9073746,391,0.
