tier,speaker,start,stop,dur,val
CHI,CHI,867130,869160,2030,0.
CHI,CHI,870120,871174,1054,0.
CHI,CHI,872130,872539,409,0.
CHI,CHI,877752,877953,201,0.
CHI,CHI,882445,883195,750,0.
CHI,CHI,884715,885128,413,0.
CHI,CHI,886206,886390,184,0.
CHI,CHI,888520,889991,1471,0.
CHI,CHI,891781,892043,262,0.
CHI,CHI,895160,895935,775,0.
CHI,CHI,903498,903673,175,0.
CHI,CHI,906940,907236,296,0.
CHI,CHI,914288,914539,251,0.
CHI,CHI,919545,920947,1402,0.
CHI,CHI,923460,924323,863,0.
CHI,CHI,925670,925988,318,0.
CHI,CHI,1571154,1571757,603,0.
CHI,CHI,1572944,1573571,627,0.
CHI,CHI,1574798,1576134,1336,0.
CHI,CHI,1577364,1578673,1309,0.
CHI,CHI,1579717,1580717,1000,0.
CHI,CHI,1588539,1589157,618,0.
CHI,CHI,1590993,1592110,1117,0.
CHI,CHI,1592883,1593836,953,0.
CHI,CHI,1598620,1599198,578,0.
CHI,CHI,1602236,1603367,1131,0.
CHI,CHI,1652967,1654962,1995,0.
CHI,CHI,1655355,1657434,2079,0.
CHI,CHI,1657675,1659540,1865,0.
CHI,CHI,1669717,1670221,504,0.
CHI,CHI,1677014,1678262,1248,0.
CHI,CHI,1688099,1688577,478,0.
CHI,CHI,1689539,1690887,1348,0.
CHI,CHI,1691206,1691687,481,0.
CHI,CHI,1694443,1694774,331,0.
CHI,CHI,1697476,1698184,708,0.
CHI,CHI,1702224,1703259,1035,0.
CHI,CHI,1706862,1709469,2607,0.
CHI,CHI,1712507,1712970,463,0.
CHI,CHI,1714416,1715247,831,0.
CHI,CHI,1716732,1717115,383,0.
CHI,CHI,1720332,1721011,679,0.
CHI,CHI,1722387,1723664,1277,0.
CHI,CHI,1729985,1732959,2974,0.
CHI,CHI,1736565,1736953,388,0.
CHI,CHI,1737533,1739443,1910,0.
CHI,CHI,1740224,1742905,2681,0.
CHI,CHI,1746314,1747616,1302,0.
CHI,CHI,1750629,1751930,1301,0.
CHI,CHI,1752416,1753551,1135,0.
CHI,CHI,1759055,1760011,956,0.
CHI,CHI,1761058,1762110,1052,0.
CHI,CHI,1763501,1765568,2067,0.
CHI,CHI,1768915,1769460,545,0.
CHI,CHI,1769801,1770402,601,0.
CHI,CHI,1773507,1774702,1195,0.
CHI,CHI,1778620,1779676,1056,0.
CHI,CHI,1785810,1786466,656,0.
CHI,CHI,1794880,1796568,1688,0.
CHI,CHI,1797495,1798784,1289,0.
CHI,CHI,1800451,1800679,228,0.
CHI,CHI,1805349,1806067,718,0.
CHI,CHI,1806889,1807990,1101,0.
CHI,CHI,1826113,1826323,210,0.
CHI,CHI,1827763,1827865,102,0.
CHI,CHI,1828779,1828897,118,0.
CHI,CHI,1830559,1833122,2563,0.
CHI,CHI,1833801,1834545,744,0.
CHI,CHI,1836189,1836927,738,0.
CHI,CHI,1839526,1840857,1331,0.
CHI,CHI,1845037,1846102,1065,0.
CHI,CHI,1846647,1847480,833,0.
CHI,CHI,1849559,1850833,1274,0.
CHI,CHI,1853346,1854533,1187,0.
CHI,CHI,1855612,1856204,592,0.
CHI,CHI,1858105,1858950,845,0.
CHI,CHI,1860518,1861705,1187,0.
CHI,CHI,1862781,1863448,667,0.
CHI,CHI,3367113,3367768,655,0.
CHI,CHI,3368778,3368999,221,0.
CHI,CHI,3370623,3373285,2662,0.
CHI,CHI,3385712,3386446,734,0.
CHI,CHI,3388423,3389110,687,0.
CHI,CHI,3390403,3391358,955,0.
CHI,CHI,3410161,3411161,1000,0.
