tier.name,time.start,time.end,dur.sec,recording,clip.onset,tod.clip.onset,spkr.type,spkr.type.corr
CHI,6.3,7.762,1.4619999999999997,M-F01-C01,110533,014546,CHI,other/unknown
CHI,11.3,13.5,2.1999999999999993,M-F01-C01,110533,014546,CHI,other/unknown
CHI,13.5,17.046,3.5459999999999994,M-F01-C01,110533,014546,CHI,other/unknown
CHI,28.3,30.228,1.9280000000000008,M-F01-C01,110533,014546,CHI,other/unknown
CHI,51.5,54.521,3.021000000000001,M-F01-C01,110533,014546,CHI,other/unknown
CHI,81.928,84.502,2.573999999999998,M-F01-C01,110533,014546,CHI,other/unknown
CHI,85.28,89.632,4.352000000000004,M-F01-C01,110533,014546,CHI,other/unknown
CHI,110.045,111.584,1.5390000000000015,M-F01-C01,110533,014546,CHI,other/unknown
CHI,112.1,113.8,1.7000000000000028,M-F01-C01,110533,014546,CHI,other/unknown
CHI,121.401,124.076,2.674999999999997,M-F01-C01,110533,014546,CHI,other/unknown
CHI,240.5,243.056,2.5560000000000116,M-F01-C01,110533,014546,CHI,other/unknown
CHI,116.5,124.1,7.599999999999994,M-F01-C01,111045,015058,CHI,other/unknown
CHI,127.726,135.781,8.055000000000007,M-F01-C01,111045,015058,CHI,other/unknown
CHI,135.781,142.471,6.689999999999998,M-F01-C01,111045,015058,CHI,other/unknown
CHI,143.105,145.513,2.4080000000000155,M-F01-C01,111045,015058,CHI,other/unknown
OTR,150,151.69,1.6899999999999977,M-F01-C01,111045,015058,niña,niña
CHI,150.223,157.7,7.4769999999999754,M-F01-C01,111045,015058,CHI,other/unknown
OTR,157.68,159.35,1.6699999999999875,M-F01-C01,111045,015058,señor,hombre
CHI,166.279,173.6,7.320999999999998,M-F01-C01,111045,015058,CHI,other/unknown
CHI,174.117,179.521,5.403999999999996,M-F01-C01,111045,015058,CHI,other/unknown
CHI,241.022,245.949,4.927000000000021,M-F01-C01,111045,015058,CHI,other/unknown
CHI,245.949,249.11,3.1610000000000014,M-F01-C01,111045,015058,CHI,other/unknown
CHI,254.214,255.981,1.766999999999996,M-F01-C01,111045,015058,CHI,other/unknown
CHI,256.925,258.549,1.6239999999999668,M-F01-C01,111045,015058,CHI,other/unknown
CHI,262.416,265.411,2.9950000000000045,M-F01-C01,111045,015058,CHI,other/unknown
OTR,31.4,32.44,1.0399999999999991,M-F01-C01,160142,064155,mujer,mujer
CHI,293.5,299.9,6.399999999999977,M-F01-C01,160142,064155,CHI,other/unknown
CHI,22.566,25.641,3.0749999999999993,M-F01-C01,165514,073527,CHI,other/unknown
CHI,25.641,28.102,2.461000000000002,M-F01-C01,165514,073527,CHI,other/unknown
OTR,28.096,30.47,2.3739999999999988,M-F01-C01,165514,073527,niña,niña
CHI,30.5,34.9,4.399999999999999,M-F01-C01,165514,073527,CHI,other/unknown
OTR,30.755,32.095,1.3399999999999999,M-F01-C01,165514,073527,niña,niña
CHI,35.047,38.419,3.372,M-F01-C01,165514,073527,CHI,other/unknown
OTR,38.098,40.698,2.6000000000000014,M-F01-C01,165514,073527,niña,niña
CHI,47.39,50.456,3.0660000000000025,M-F01-C01,165514,073527,CHI,other/unknown
CHI,60.815,63.172,2.3569999999999993,M-F01-C01,165514,073527,CHI,other/unknown
CHI,63.883,66.547,2.6639999999999944,M-F01-C01,165514,073527,CHI,other/unknown
CHI,154.3,157.4,3.0999999999999943,M-F01-C01,165514,073527,CHI,other/unknown
CHI,161.301,163.801,2.5,M-F01-C01,165514,073527,CHI,other/unknown
CHI,208.463,212.116,3.65300000000002,M-F01-C01,165514,073527,CHI,other/unknown
CHI,215.412,218.154,2.7419999999999902,M-F01-C01,165514,073527,CHI,other/unknown
OTR,255.358,257.288,1.9300000000000068,M-F01-C01,165514,073527,mujer,mujer
CHI,294,297.2,3.1999999999999886,M-F01-C01,165514,073527,CHI,other/unknown
OTR,295.925,297.045,1.1200000000000045,M-F01-C01,165514,073527,mujer,mujer
CHI,25.555,28.063,2.507999999999999,M-F01-C01,171958,080011,CHI,other/unknown
CHI,41.359,58.192,16.833,M-F01-C01,171958,080011,CHI,other/unknown
OTR,54.104,58.664,4.560000000000002,M-F01-C01,171958,080011,mujer,mujer
OTR,58.729,61.929,3.200000000000003,M-F01-C01,171958,080011,mujer,mujer
CHI,69.16,75.76,6.6000000000000085,M-F01-C01,171958,080011,CHI,other/unknown
CHI,147.9,154.6,6.699999999999989,M-F01-C01,171958,080011,CHI,other/unknown
CHI,238.603,240.748,2.144999999999982,M-F01-C01,171958,080011,CHI,other/unknown
CHI,242.1,247.575,5.474999999999994,M-F01-C01,171958,080011,CHI,other/unknown
CHI,271.188,275.305,4.117000000000019,M-F01-C01,171958,080011,CHI,other/unknown
CHI,277.12,282.503,5.382999999999981,M-F01-C01,171958,080011,CHI,other/unknown
CHI,286.866,292.47,5.604000000000042,M-F01-C01,171958,080011,CHI,other/unknown
OTR,292.743,295.223,2.480000000000018,M-F01-C01,171958,080011,mujer,mujer
CHI,296.599,299.841,3.2420000000000186,M-F01-C01,171958,080011,CHI,other/unknown
CHI,0.2,5.038,4.838,M-F01-C01,173603,081616,CHI,other/unknown
CHI,7.08,9.4,2.3200000000000003,M-F01-C01,173603,081616,CHI,other/unknown
CHI,10.6,12.4,1.8000000000000007,M-F01-C01,173603,081616,CHI,other/unknown
CHI,19.779,22.842,3.062999999999999,M-F01-C01,173603,081616,CHI,other/unknown
CHI,26.7,29.32,2.620000000000001,M-F01-C01,173603,081616,CHI,other/unknown
CHI,82.671,87.052,4.381,M-F01-C01,173603,081616,CHI,other/unknown
CHI,92.147,95.978,3.830999999999989,M-F01-C01,173603,081616,CHI,other/unknown
CHI,107.867,116.296,8.429000000000002,M-F01-C01,173603,081616,CHI,other/unknown
CHI,159.216,160.596,1.3799999999999955,M-F01-C01,173603,081616,CHI,other/unknown
CHI,166.167,169.599,3.431999999999988,M-F01-C01,173603,081616,CHI,other/unknown
CHI,171.722,176.212,4.489999999999981,M-F01-C01,173603,081616,CHI,other/unknown
CHI,181.138,184.069,2.930999999999983,M-F01-C01,173603,081616,CHI,other/unknown
CHI,193.494,196.018,2.524000000000001,M-F01-C01,173603,081616,CHI,other/unknown
CHI,198.49,203.891,5.400999999999982,M-F01-C01,173603,081616,CHI,other/unknown
CHI,208.42,219.6,11.180000000000007,M-F01-C01,173603,081616,CHI,other/unknown
CHI,227.616,231.578,3.961999999999989,M-F01-C01,173603,081616,CHI,other/unknown
CHI,237.03,244.6,7.569999999999993,M-F01-C01,173603,081616,CHI,other/unknown
CHI,260.2,265.2,5,M-F01-C01,173603,081616,CHI,other/unknown
CHI,269.078,273.108,4.03000000000003,M-F01-C01,173603,081616,CHI,other/unknown
CHI,273.824,280.9,7.075999999999965,M-F01-C01,173603,081616,CHI,other/unknown
CHI,282.583,287.231,4.647999999999968,M-F01-C01,173603,081616,CHI,other/unknown
CHI,287.231,292.883,5.651999999999987,M-F01-C01,173603,081616,CHI,other/unknown
CHI,297.61,299.96,2.349999999999966,M-F01-C01,173603,081616,CHI,other/unknown
CHI,0.54,3.75,3.21,M-F01-C01,174416,082429,CHI,other/unknown
OTR,3.97,4.97,0.9999999999999996,M-F01-C01,174416,082429,mujer,mujer
CHI,4.77,8.57,3.8000000000000007,M-F01-C01,174416,082429,CHI,other/unknown
CHI,14.588,16.855,2.2670000000000012,M-F01-C01,174416,082429,CHI,other/unknown
CHI,25.09,32.515,7.425000000000001,M-F01-C01,174416,082429,CHI,other/unknown
CHI,88.674,94.052,5.378,M-F01-C01,174416,082429,CHI,other/unknown
CHI,95.182,99.909,4.727000000000004,M-F01-C01,174416,082429,CHI,other/unknown
CHI,102.971,104.511,1.539999999999992,M-F01-C01,174416,082429,CHI,other/unknown
CHI,123.8,125.65,1.8500000000000085,M-F01-C01,174416,082429,CHI,other/unknown
CHI,127.064,128.75,1.686000000000007,M-F01-C01,174416,082429,CHI,other/unknown
CHI,136.87,142.037,5.167000000000002,M-F01-C01,174416,082429,CHI,other/unknown
CHI,183.728,184.898,1.1699999999999875,M-F01-C01,174416,082429,CHI,other/unknown
OTR,193.228,195.298,2.069999999999993,M-F01-C01,174416,082429,hombre,hombre
OTR,195.548,197.448,1.9000000000000057,M-F01-C01,174416,082429,mujer,mujer
OTR,206.193,208.243,2.049999999999983,M-F01-C01,174416,082429,mujer,mujer
CHI,250.19,253.154,2.9639999999999986,M-F01-C01,174416,082429,CHI,other/unknown
CHI,294.837,296.277,1.4399999999999977,M-F01-C01,174416,082429,CHI,other/unknown
CHI,0.91,4.1,3.1899999999999995,M-F01-C02,120345,012525,CHI,other/unknown
CHI,7.46,11.85,4.39,M-F01-C02,120345,012525,CHI,other/unknown
OTR,8.16,9.02,0.8599999999999994,M-F01-C02,120345,012525,mujer,mujer
OTR,11.615,12.675,1.0600000000000005,M-F01-C02,120345,012525,mujer,mujer
CHI,12.53,14.04,1.5099999999999998,M-F01-C02,120345,012525,CHI,other/unknown
OTR,13.75,15.02,1.2699999999999996,M-F01-C02,120345,012525,mujer,mujer
CHI,16.62,18.85,2.2300000000000004,M-F01-C02,120345,012525,CHI,other/unknown
OTR,18.545,19.445,0.8999999999999986,M-F01-C02,120345,012525,mujer,mujer
CHI,19.63,20.55,0.9200000000000017,M-F01-C02,120345,012525,CHI,other/unknown
OTR,20.49,21.32,0.8300000000000018,M-F01-C02,120345,012525,mujer,mujer
CHI,21.41,23.24,1.8299999999999983,M-F01-C02,120345,012525,CHI,other/unknown
OTR,23.45,25.31,1.8599999999999994,M-F01-C02,120345,012525,hombre,hombre
CHI,25.62,27.68,2.0599999999999987,M-F01-C02,120345,012525,CHI,other/unknown
CHI,27.935,30.265,2.330000000000002,M-F01-C02,120345,012525,CHI,other/unknown
CHI,34.535,35.915,1.3800000000000026,M-F01-C02,120345,012525,CHI,other/unknown
CHI,39.74,43.33,3.5899999999999963,M-F01-C02,120345,012525,CHI,other/unknown
CHI,43.63,44.31,0.6799999999999997,M-F01-C02,120345,012525,CHI,other/unknown
CHI,46.865,49.755,2.8900000000000006,M-F01-C02,120345,012525,CHI,other/unknown
OTR,51.095,52.125,1.0300000000000011,M-F01-C02,120345,012525,hombre (padre),hombre
CHI,53.385,54.205,0.8200000000000003,M-F01-C02,120345,012525,CHI,other/unknown
OTR,59.04,60.64,1.6000000000000014,M-F01-C02,120345,012525,hombre (padre),hombre
CHI,60.6,61.5,0.8999999999999986,M-F01-C02,120345,012525,CHI,other/unknown
CHI,64.225,66.075,1.8500000000000085,M-F01-C02,120345,012525,CHI,other/unknown
CHI,78.215,81.105,2.8900000000000006,M-F01-C02,120345,012525,CHI,other/unknown
CHI,90.125,92.365,2.239999999999995,M-F01-C02,120345,012525,CHI,other/unknown
CHI,100.02,102.37,2.3500000000000085,M-F01-C02,120345,012525,CHI,other/unknown
CHI,130.52,131.42,0.8999999999999773,M-F01-C02,120345,012525,CHI,other/unknown
CHI,137.035,140.64,3.6049999999999898,M-F01-C02,120345,012525,CHI,other/unknown
OTR,140.342,142.582,2.2399999999999807,M-F01-C02,120345,012525,niña,niña
OTR,143.007,144.777,1.7699999999999818,M-F01-C02,120345,012525,niña,niña
CHI,144.812,146.062,1.25,M-F01-C02,120345,012525,CHI,other/unknown
OTR,146.192,147.182,0.9899999999999807,M-F01-C02,120345,012525,niña,niña
CHI,150.812,152.672,1.8599999999999852,M-F01-C02,120345,012525,CHI,other/unknown
OTR,155.692,157.622,1.9300000000000068,M-F01-C02,120345,012525,hombre,hombre
CHI,157.807,159.367,1.5600000000000023,M-F01-C02,120345,012525,CHI,other/unknown
CHI,182.702,184.082,1.3799999999999955,M-F01-C02,120345,012525,CHI,other/unknown
CHI,193.257,195.927,2.6699999999999875,M-F01-C02,120345,012525,CHI,other/unknown
CHI,198.517,200.897,2.3799999999999955,M-F01-C02,120345,012525,CHI,other/unknown
CHI,201.882,203.192,1.3100000000000023,M-F01-C02,120345,012525,CHI,other/unknown
CHI,233.65,236.05,2.4000000000000057,M-F01-C02,120345,012525,CHI,other/unknown
OTR,251.362,252.092,0.7300000000000182,M-F01-C02,120345,012525,hombre,hombre
CHI,252.63,253.58,0.950000000000017,M-F01-C02,120345,012525,CHI,other/unknown
OTR,252.8,254.17,1.3699999999999761,M-F01-C02,120345,012525,mujer,mujer
CHI,254.81,255.75,0.9399999999999977,M-F01-C02,120345,012525,CHI,other/unknown
OTR,256.505,257.915,1.410000000000025,M-F01-C02,120345,012525,hombre,hombre
CHI,257.435,258.555,1.1200000000000045,M-F01-C02,120345,012525,CHI,other/unknown
OTR,258.35,259.89,1.5399999999999636,M-F01-C02,120345,012525,hombre,hombre
CHI,281.13,283.38,2.25,M-F01-C02,120345,012525,CHI,other/unknown
CHI,3.75,4.78,1.0300000000000002,M-F01-C02,120931,013111,CHI,other/unknown
CHI,5.77,7.09,1.3200000000000003,M-F01-C02,120931,013111,CHI,other/unknown
CHI,84.845,87.285,2.4399999999999977,M-F01-C02,120931,013111,CHI,other/unknown
CHI,93.63,96.88,3.25,M-F01-C02,120931,013111,CHI,other/unknown
OTR,95.71,97.02,1.3100000000000023,M-F01-C02,120931,013111,hombre,hombre
CHI,97.78,100.26,2.480000000000004,M-F01-C02,120931,013111,CHI,other/unknown
CHI,100.305,102.065,1.759999999999991,M-F01-C02,120931,013111,CHI,other/unknown
CHI,104.56,106.43,1.8700000000000045,M-F01-C02,120931,013111,CHI,other/unknown
OTR,106.9,109.83,2.9299999999999926,M-F01-C02,120931,013111,hombre,hombre
CHI,112.82,114.29,1.470000000000013,M-F01-C02,120931,013111,CHI,other/unknown
CHI,117.15,118.88,1.7299999999999898,M-F01-C02,120931,013111,CHI,other/unknown
OTR,118.95,120.37,1.4200000000000017,M-F01-C02,120931,013111,hombre,hombre
CHI,120.36,121.57,1.2099999999999937,M-F01-C02,120931,013111,CHI,other/unknown
CHI,122.14,122.88,0.7399999999999949,M-F01-C02,120931,013111,CHI,other/unknown
CHI,123.405,124.665,1.2600000000000051,M-F01-C02,120931,013111,CHI,other/unknown
OTR,124.58,125.75,1.1700000000000017,M-F01-C02,120931,013111,hombre,hombre
CHI,127.12,128.38,1.259999999999991,M-F01-C02,120931,013111,CHI,other/unknown
CHI,153.645,155.105,1.4599999999999795,M-F01-C02,120931,013111,CHI,other/unknown
CHI,155.105,156.095,0.9900000000000091,M-F01-C02,120931,013111,CHI,other/unknown
CHI,156.825,157.805,0.9800000000000182,M-F01-C02,120931,013111,CHI,other/unknown
CHI,162.17,164.97,2.8000000000000114,M-F01-C02,120931,013111,CHI,other/unknown
CHI,183.51,185.68,2.170000000000016,M-F01-C02,120931,013111,CHI,other/unknown
OTR,185.95,187.05,1.1000000000000227,M-F01-C02,120931,013111,hombre (padre),hombre
CHI,189.635,190.965,1.3300000000000125,M-F01-C02,120931,013111,CHI,other/unknown
CHI,194.165,195.665,1.5,M-F01-C02,120931,013111,CHI,other/unknown
CHI,196.675,197.475,0.799999999999983,M-F01-C02,120931,013111,CHI,other/unknown
CHI,197.475,198.93,1.4550000000000125,M-F01-C02,120931,013111,CHI,other/unknown
OTR,198.93,201.18,2.25,M-F01-C02,120931,013111,hombre,hombre
CHI,200.87,203.05,2.180000000000007,M-F01-C02,120931,013111,CHI,other/unknown
OTR,202.845,203.995,1.1500000000000057,M-F01-C02,120931,013111,hombre,hombre
OTR,204.325,205.125,0.8000000000000114,M-F01-C02,120931,013111,hombre,hombre
CHI,205.86,207.95,2.089999999999975,M-F01-C02,120931,013111,CHI,other/unknown
CHI,218.7,219.78,1.0800000000000125,M-F01-C02,120931,013111,CHI,other/unknown
CHI,228.815,230.555,1.740000000000009,M-F01-C02,120931,013111,CHI,other/unknown
CHI,233.96,235.08,1.1200000000000045,M-F01-C02,120931,013111,CHI,other/unknown
CHI,262.325,266.535,4.210000000000036,M-F01-C02,120931,013111,CHI,other/unknown
CHI,11.55,14.09,2.539999999999999,M-F01-C02,142333,034513,CHI,other/unknown
CHI,14.665,16.505,1.8399999999999999,M-F01-C02,142333,034513,CHI,other/unknown
OTR,15.23,18.36,3.129999999999999,M-F01-C02,142333,034513,mujer,mujer
CHI,18.23,20.44,2.210000000000001,M-F01-C02,142333,034513,CHI,other/unknown
OTR,19.44,20.74,1.2999999999999972,M-F01-C02,142333,034513,mujer,mujer
OTR,20.745,22.995,2.25,M-F01-C02,142333,034513,mujer,mujer
CHI,22.705,24.435,1.7300000000000004,M-F01-C02,142333,034513,CHI,other/unknown
OTR,23.355,25.565,2.210000000000001,M-F01-C02,142333,034513,mujer,mujer
CHI,25.395,31.47,6.074999999999999,M-F01-C02,142333,034513,CHI,other/unknown
OTR,29.417,33.217,3.799999999999997,M-F01-C02,142333,034513,mujer,mujer
OTR,42.302,44.402,2.1000000000000014,M-F01-C02,142333,034513,mujer,mujer
CHI,44.577,48.547,3.969999999999999,M-F01-C02,142333,034513,CHI,other/unknown
OTR,47.937,50.107,2.1700000000000017,M-F01-C02,142333,034513,mujer,mujer
CHI,49.907,52.447,2.5400000000000063,M-F01-C02,142333,034513,CHI,other/unknown
OTR,69.432,70.932,1.5,M-F01-C02,142333,034513,mujer,mujer
CHI,72.477,73.387,0.9099999999999966,M-F01-C02,142333,034513,CHI,other/unknown
OTR,88.377,90.107,1.730000000000004,M-F01-C02,142333,034513,mujer,mujer
CHI,89.787,93.607,3.819999999999993,M-F01-C02,142333,034513,CHI,other/unknown
CHI,132.84,133.79,0.9499999999999886,M-F01-C02,142333,034513,CHI,other/unknown
CHI,135.68,137.24,1.5600000000000023,M-F01-C02,142333,034513,CHI,other/unknown
CHI,154.49,157.13,2.6399999999999864,M-F01-C02,142333,034513,CHI,other/unknown
OTR,156.595,159.015,2.4199999999999875,M-F01-C02,142333,034513,mujer,mujer
CHI,160.27,161.79,1.5199999999999818,M-F01-C02,142333,034513,CHI,other/unknown
CHI,162.105,163.385,1.2800000000000011,M-F01-C02,142333,034513,CHI,other/unknown
CHI,163.77,165.53,1.759999999999991,M-F01-C02,142333,034513,CHI,other/unknown
CHI,168.025,170.005,1.9799999999999898,M-F01-C02,142333,034513,CHI,other/unknown
CHI,170.51,174.31,3.8000000000000114,M-F01-C02,142333,034513,CHI,other/unknown
CHI,174.695,175.895,1.200000000000017,M-F01-C02,142333,034513,CHI,other/unknown
CHI,176.98,180.15,3.170000000000016,M-F01-C02,142333,034513,CHI,other/unknown
CHI,181.37,183.45,2.079999999999984,M-F01-C02,142333,034513,CHI,other/unknown
CHI,215.9,218.8,2.9000000000000057,M-F01-C02,142333,034513,CHI,other/unknown
CHI,219.285,221.645,2.3600000000000136,M-F01-C02,142333,034513,CHI,other/unknown
CHI,223.6,225.72,2.1200000000000045,M-F01-C02,142333,034513,CHI,other/unknown
CHI,227.295,232.645,5.350000000000023,M-F01-C02,142333,034513,CHI,other/unknown
CHI,234.095,237.505,3.4099999999999966,M-F01-C02,142333,034513,CHI,other/unknown
OTR,236.665,239.145,2.480000000000018,M-F01-C02,142333,034513,mujer,mujer
CHI,246.02,248.05,2.030000000000001,M-F01-C02,142333,034513,CHI,other/unknown
CHI,255.57,257.66,2.090000000000032,M-F01-C02,142333,034513,CHI,other/unknown
CHI,257.88,259.73,1.8500000000000227,M-F01-C02,142333,034513,CHI,other/unknown
CHI,260.81,261.67,0.8600000000000136,M-F01-C02,142333,034513,CHI,other/unknown
CHI,265.445,266.545,1.1000000000000227,M-F01-C02,142333,034513,CHI,other/unknown
CHI,268.36,269.545,1.1850000000000023,M-F01-C02,142333,034513,CHI,other/unknown
CHI,269.545,272.845,3.3000000000000114,M-F01-C02,142333,034513,CHI,other/unknown
CHI,274.13,277.52,3.3899999999999864,M-F01-C02,142333,034513,CHI,other/unknown
CHI,3.78,5.55,1.77,M-F01-C02,142951,035131,CHI,other/unknown
CHI,6.32,7.2,0.8799999999999999,M-F01-C02,142951,035131,CHI,other/unknown
CHI,8.755,9.865,1.1099999999999994,M-F01-C02,142951,035131,CHI,other/unknown
CHI,13.311,14.733,1.4220000000000006,M-F01-C02,142951,035131,CHI,other/unknown
CHI,15.39,16.346,0.9559999999999995,M-F01-C02,142951,035131,CHI,other/unknown
CHI,18.446,20.834,2.387999999999998,M-F01-C02,142951,035131,CHI,other/unknown
CHI,23.518,25.563,2.044999999999998,M-F01-C02,142951,035131,CHI,other/unknown
CHI,29.316,31.983,2.6670000000000016,M-F01-C02,142951,035131,CHI,other/unknown
CHI,33.148,37.626,4.477999999999994,M-F01-C02,142951,035131,CHI,other/unknown
CHI,39.864,40.697,0.8330000000000055,M-F01-C02,142951,035131,CHI,other/unknown
CHI,58.707,60.041,1.333999999999996,M-F01-C02,142951,035131,CHI,other/unknown
CHI,60.51,64.065,3.5549999999999997,M-F01-C02,142951,035131,CHI,other/unknown
CHI,68.577,70.744,2.1670000000000016,M-F01-C02,142951,035131,CHI,other/unknown
CHI,72.41,74.454,2.043999999999997,M-F01-C02,142951,035131,CHI,other/unknown
CHI,74.576,75.776,1.2000000000000028,M-F01-C02,142951,035131,CHI,other/unknown
CHI,76.566,81.733,5.167000000000002,M-F01-C02,142951,035131,CHI,other/unknown
CHI,84.288,86.799,2.51100000000001,M-F01-C02,142951,035131,CHI,other/unknown
CHI,88.388,92.032,3.6439999999999912,M-F01-C02,142951,035131,CHI,other/unknown
CHI,92.122,94.899,2.777000000000001,M-F01-C02,142951,035131,CHI,other/unknown
CHI,98.822,100.41,1.5879999999999939,M-F01-C02,142951,035131,CHI,other/unknown
CHI,100.699,103.754,3.055000000000007,M-F01-C02,142951,035131,CHI,other/unknown
CHI,103.821,105.166,1.3449999999999989,M-F01-C02,142951,035131,CHI,other/unknown
CHI,106.122,110.433,4.311000000000007,M-F01-C02,142951,035131,CHI,other/unknown
CHI,112.076,113.376,1.3000000000000114,M-F01-C02,142951,035131,CHI,other/unknown
CHI,114.51,117.01,2.5,M-F01-C02,142951,035131,CHI,other/unknown
CHI,123.966,125.143,1.1770000000000067,M-F01-C02,142951,035131,CHI,other/unknown
CHI,125.299,126.843,1.543999999999997,M-F01-C02,142951,035131,CHI,other/unknown
CHI,127.365,129.465,2.1000000000000085,M-F01-C02,142951,035131,CHI,other/unknown
CHI,130.244,131.421,1.1769999999999925,M-F01-C02,142951,035131,CHI,other/unknown
CHI,131.844,132.899,1.0550000000000068,M-F01-C02,142951,035131,CHI,other/unknown
CHI,136.054,138.432,2.377999999999986,M-F01-C02,142951,035131,CHI,other/unknown
CHI,145.666,148.944,3.2779999999999916,M-F01-C02,142951,035131,CHI,other/unknown
CHI,149.099,152.399,3.3000000000000114,M-F01-C02,142951,035131,CHI,other/unknown
CHI,155.521,157.988,2.467000000000013,M-F01-C02,142951,035131,CHI,other/unknown
CHI,159.977,161.821,1.843999999999994,M-F01-C02,142951,035131,CHI,other/unknown
CHI,162.277,164.888,2.6110000000000184,M-F01-C02,142951,035131,CHI,other/unknown
CHI,166.122,168.8,2.6779999999999973,M-F01-C02,142951,035131,CHI,other/unknown
CHI,169.077,172.7,3.6229999999999905,M-F01-C02,142951,035131,CHI,other/unknown
CHI,183.766,184.522,0.7560000000000002,M-F01-C02,142951,035131,CHI,other/unknown
CHI,185.299,186.643,1.343999999999994,M-F01-C02,142951,035131,CHI,other/unknown
CHI,188.765,189.643,0.8780000000000143,M-F01-C02,142951,035131,CHI,other/unknown
CHI,213.543,217.632,4.088999999999999,M-F01-C02,142951,035131,CHI,other/unknown
CHI,217.71,222.01,4.299999999999983,M-F01-C02,142951,035131,CHI,other/unknown
CHI,223.855,228.666,4.811000000000007,M-F01-C02,142951,035131,CHI,other/unknown
CHI,229.377,233.699,4.322000000000003,M-F01-C02,142951,035131,CHI,other/unknown
CHI,234.299,235.588,1.2889999999999873,M-F01-C02,142951,035131,CHI,other/unknown
CHI,236.177,238.221,2.044000000000011,M-F01-C02,142951,035131,CHI,other/unknown
OTR,238.643,242.188,3.5449999999999875,M-F01-C02,142951,035131,niño,niño
OTR,242.322,244.099,1.7769999999999868,M-F01-C02,142951,035131,niño,niño
CHI,244.922,246.555,1.6330000000000098,M-F01-C02,142951,035131,CHI,other/unknown
OTR,247.321,252.199,4.878000000000014,M-F01-C02,142951,035131,niño,niño
CHI,252.166,254.788,2.622000000000014,M-F01-C02,142951,035131,CHI,other/unknown
CHI,255.277,256.588,1.3110000000000355,M-F01-C02,142951,035131,CHI,other/unknown
OTR,255.821,258.11,2.2890000000000157,M-F01-C02,142951,035131,niño,niño
CHI,257.855,261.988,4.132999999999981,M-F01-C02,142951,035131,CHI,other/unknown
OTR,261.566,263.977,2.4110000000000014,M-F01-C02,142951,035131,niño,niño
CHI,264.265,265.388,1.1229999999999905,M-F01-C02,142951,035131,CHI,other/unknown
OTR,264.788,266.366,1.5779999999999745,M-F01-C02,142951,035131,niño,niño
CHI,269.999,272.377,2.377999999999986,M-F01-C02,142951,035131,CHI,other/unknown
OTR,272.266,276.211,3.944999999999993,M-F01-C02,142951,035131,niño,niño
CHI,278.454,280.632,2.1779999999999973,M-F01-C02,142951,035131,CHI,other/unknown
OTR,279.788,282.055,2.266999999999996,M-F01-C02,142951,035131,niño,niño
CHI,285.666,287.788,2.122000000000014,M-F01-C02,142951,035131,CHI,other/unknown
CHI,290.854,291.821,0.9670000000000414,M-F01-C02,142951,035131,CHI,other/unknown
CHI,292.733,294.188,1.454999999999984,M-F01-C02,142951,035131,CHI,other/unknown
CHI,294.566,298.043,3.4770000000000323,M-F01-C02,142951,035131,CHI,other/unknown
CHI,299.266,300.001,0.7349999999999568,M-F01-C02,142951,035131,CHI,other/unknown
CHI,18.01,21.2,3.1899999999999977,M-F01-C02,145419,041559,CHI,other/unknown
CHI,21.92,22.86,0.9399999999999977,M-F01-C02,145419,041559,CHI,other/unknown
CHI,23.465,24.705,1.2399999999999984,M-F01-C02,145419,041559,CHI,other/unknown
CHI,26.16,27.27,1.1099999999999994,M-F01-C02,145419,041559,CHI,other/unknown
CHI,27.63,28.52,0.8900000000000006,M-F01-C02,145419,041559,CHI,other/unknown
OTR,28.64,29.43,0.7899999999999991,M-F01-C02,145419,041559,hombre (padre),hombre
CHI,32.95,33.72,0.769999999999996,M-F01-C02,145419,041559,CHI,other/unknown
CHI,34.23,34.84,0.6100000000000065,M-F01-C02,145419,041559,CHI,other/unknown
CHI,35.67,36.66,0.9899999999999949,M-F01-C02,145419,041559,CHI,other/unknown
CHI,38.5,39.15,0.6499999999999986,M-F01-C02,145419,041559,CHI,other/unknown
CHI,39.22,41.17,1.9500000000000028,M-F01-C02,145419,041559,CHI,other/unknown
CHI,41.24,42.66,1.4199999999999946,M-F01-C02,145419,041559,CHI,other/unknown
CHI,44.875,45.685,0.8100000000000023,M-F01-C02,145419,041559,CHI,other/unknown
CHI,46.665,47.805,1.1400000000000006,M-F01-C02,145419,041559,CHI,other/unknown
CHI,48.71,49.84,1.1300000000000026,M-F01-C02,145419,041559,CHI,other/unknown
CHI,50.77,51.68,0.9099999999999966,M-F01-C02,145419,041559,CHI,other/unknown
CHI,53.52,54.69,1.1699999999999946,M-F01-C02,145419,041559,CHI,other/unknown
CHI,55.62,56.57,0.9500000000000028,M-F01-C02,145419,041559,CHI,other/unknown
CHI,57.72,59.31,1.5900000000000034,M-F01-C02,145419,041559,CHI,other/unknown
CHI,59.7,60.98,1.279999999999994,M-F01-C02,145419,041559,CHI,other/unknown
CHI,61.155,62.425,1.269999999999996,M-F01-C02,145419,041559,CHI,other/unknown
CHI,63.485,64.115,0.6299999999999955,M-F01-C02,145419,041559,CHI,other/unknown
CHI,64.445,68.285,3.8400000000000034,M-F01-C02,145419,041559,CHI,other/unknown
CHI,69.6,71.56,1.960000000000008,M-F01-C02,145419,041559,CHI,other/unknown
CHI,73.585,75.805,2.220000000000013,M-F01-C02,145419,041559,CHI,other/unknown
