Row,OverallOrder,ChildIntOrder,Child,aclew_id,old_media_name,Status,Include,Sample,CodeName,Notes,start.hhmmss,newoffset,Media
152,325,30,M-F37-C02,2625,M-F37-C02_133135_043826_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-3,NA,133135,130107,M-F37-C02_130107_043826_000100
153,326,31,M-F37-C02,2625,M-F37-C02_135535_050226_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-4,NA,135535,132507,M-F37-C02_132507_050226_000100
154,110,11,M-F37-C02,2625,M-F37-C02_140048_050739_000500,0-Pass1,1,random_5mindur_summer2017,random-6,NA,140048,133020,M-F37-C02_133020_050739_000500
155,91,10,M-F37-C02,2625,M-F37-C02_162914_073605_000500,0-Pass1,1,random_5mindur_summer2017,random-7,NA,162914,155846,M-F37-C02_155846_073605_000500
156,83,9,M-F37-C02,2625,M-F37-C02_172001_082652_000500,0-Pass1,1,random_5mindur_summer2017,random-8,NA,172001,164933,M-F37-C02_164933_082652_000500
157,40,4,M-F37-C02,2625,M-F37-C02_174923_085614_000500,0-Pass1,1,random_5mindur_summer2017,random-9,NA,174923,171855,M-F37-C02_171855_085614_000500
158,327,32,M-F37-C02,2625,M-F37-C02_175455_090146_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-5,NA,175455,172427,M-F37-C02_172427_090146_000100
159,328,33,M-F37-C02,2625,M-F37-C02_175811_090502_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-4,NA,175811,172743,M-F37-C02_172743_090502_000100
160,329,34,M-F37-C02,2625,M-F37-C02_180543_091234_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-5,NA,180543,173515,M-F37-C02_173515_091234_000100
161,53,6,M-F40-C01,0643,M-F40-C01_085141_003226_000500,0-Pass1,1,random_5mindur_summer2017,random-1,NA,085141,083004,M-F40-C01_083004_003226_000500
162,41,5,M-F40-C01,0643,M-F40-C01_094121_012206_000500,0-Pass1,1,random_5mindur_summer2017,random-2,NA,094121,091944,M-F40-C01_091944_012206_000500
163,332,25,M-F40-C01,0643,M-F40-C01_100713_014758_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-1,NA,100713,094536,M-F40-C01_094536_014758_000100
164,333,26,M-F40-C01,0643,M-F40-C01_112439_030524_000100,0-Pass1,0,highTTG_1mindur_summer2017,tt-1,dropped because included in extension: M-F40-C01_112439_030524.mp4,112439,110302,M-F40-C01_110302_030524_000100
165,342,35,M-F40-C01,0643,M-F40-C01_112439_030524_000600,0-Pass1,1,highTTG_6mindur_summer2017,extension_tt-1,(inclusive) extension of M-F40-C01_112439_030524.mp4,112439,110302,M-F40-C01_110302_030524_000600
166,76,8,M-F40-C01,0643,M-F40-C01_121526_035611_000500,0-Pass1,1,random_5mindur_summer2017,random-3,NA,121526,115349,M-F40-C01_115349_035611_000500
167,81,9,M-F40-C01,0643,M-F40-C01_122640_040725_000500,0-Pass1,1,random_5mindur_summer2017,random-4,NA,122640,120503,M-F40-C01_120503_040725_000500
168,25,3,M-F40-C01,0643,M-F40-C01_125620_043705_000500,1-XunPt1,1,random_5mindur_summer2017,random-5,NA,125620,123443,M-F40-C01_123443_043705_000500
169,334,27,M-F40-C01,0643,M-F40-C01_131518_045603_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-2,NA,131518,125341,M-F40-C01_125341_045603_000100
170,335,28,M-F40-C01,0643,M-F40-C01_131724_045809_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-2,NA,131724,125547,M-F40-C01_125547_045809_000100
171,13,2,M-F40-C01,0643,M-F40-C01_135839_053924_000500,1-XunPt1,1,random_5mindur_summer2017,random-6,NA,135839,133702,M-F40-C01_133702_053924_000500
172,67,7,M-F40-C01,0643,M-F40-C01_141220_055305_000500,0-Pass1,1,random_5mindur_summer2017,random-7,NA,141220,135043,M-F40-C01_135043_055305_000500
173,336,29,M-F40-C01,0643,M-F40-C01_145103_063148_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-3,NA,145103,142926,M-F40-C01_142926_063148_000100
174,337,30,M-F40-C01,0643,M-F40-C01_153505_071550_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-3,NA,153505,151328,M-F40-C01_151328_071550_000100
175,6,1,M-F40-C01,0643,M-F40-C01_154057_072142_000500,1-XunPt1,1,random_5mindur_summer2017,random-8,NA,154057,151920,M-F40-C01_151920_072142_000500
176,338,31,M-F40-C01,0643,M-F40-C01_154705_072750_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-4,NA,154705,152528,M-F40-C01_152528_072750_000100
177,154,16,M-F40-C01,0643,M-F40-C01_161004_075049_000500,0-Pass1,1,random_5mindur_summer2017,random-9,NA,161004,154827,M-F40-C01_154827_075049_000500
178,339,32,M-F40-C01,0643,M-F40-C01_163815_081900_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-5,NA,163815,161638,M-F40-C01_161638_081900_000100
179,340,33,M-F40-C01,0643,M-F40-C01_164757_082842_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-4,NA,164757,162620,M-F40-C01_162620_082842_000100
180,341,34,M-F40-C01,0643,M-F40-C01_165720_083805_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-5,NA,165720,163543,M-F40-C01_163543_083805_000100
181,343,25,M-F43-C02,3026,M-F43-C02_090511_002825_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-1,NA,090511,083817,M-F43-C02_083817_002825_000100
182,137,14,M-F43-C02,3026,M-F43-C02_090618_002932_000500,0-Pass1,1,random_5mindur_summer2017,random-1,NA,090618,083924,M-F43-C02_083924_002932_000500
183,344,26,M-F43-C02,3026,M-F43-C02_091429_003743_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-1,NA,091429,084735,M-F43-C02_084735_003743_000100
184,345,27,M-F43-C02,3026,M-F43-C02_093121_005435_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-2,NA,093121,090427,M-F43-C02_090427_005435_000100
185,346,28,M-F43-C02,3026,M-F43-C02_100601_012915_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-2,NA,100601,093907,M-F43-C02_093907_012915_000100
186,347,29,M-F43-C02,3026,M-F43-C02_101217_013531_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-3,NA,101217,094523,M-F43-C02_094523_013531_000100
187,31,4,M-F43-C02,3026,M-F43-C02_101335_013649_000500,0-Pass1,1,random_5mindur_summer2017,random-2,NA,101335,094641,M-F43-C02_094641_013649_000500
188,348,30,M-F43-C02,3026,M-F43-C02_103738_020052_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-4,NA,103738,101044,M-F43-C02_101044_020052_000100
189,23,3,M-F43-C02,3026,M-F43-C02_110400_022714_000500,1-XunPt1,1,random_5mindur_summer2017,random-3,NA,110400,103706,M-F43-C02_103706_022714_000500
190,90,9,M-F43-C02,3026,M-F43-C02_112104_024418_000500,0-Pass1,1,random_5mindur_summer2017,random-4,NA,112104,105410,M-F43-C02_105410_024418_000500
191,349,31,M-F43-C02,3026,M-F43-C02_122248_034602_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-3,NA,122248,115554,M-F43-C02_115554_034602_000100
192,115,12,M-F43-C02,3026,M-F43-C02_125415_041729_000500,0-Pass1,1,random_5mindur_summer2017,random-5,NA,125415,122721,M-F43-C02_122721_041729_000500
193,353,35,M-F43-C02,3026,M-F43-C02_131753_044107_000600,0-Pass1,1,highTTG_6mindur_summer2017,extension_tt-4,(inclusive) extension of M-F43-C02_132158_044512.mp4,131753,125059,M-F43-C02_125059_044107_000600
194,350,32,M-F43-C02,3026,M-F43-C02_132158_044512_000100,0-Pass1,0,highTTG_1mindur_summer2017,tt-4,dropped because included in extension: M-F43-C02_131753_044107.mp4,132158,125504,M-F43-C02_125504_044512_000100
195,5,1,M-F43-C02,3026,M-F43-C02_134038_050352_000500,1-XunPt1,1,random_5mindur_summer2017,random-6,NA,134038,131344,M-F43-C02_131344_050352_000500
196,351,33,M-F43-C02,3026,M-F43-C02_155832_072146_000100,0-Pass1,1,highTTG_1mindur_summer2017,tt-5,NA,155832,153138,M-F43-C02_153138_072146_000100
197,73,8,M-F43-C02,3026,M-F43-C02_164354_080708_000500,0-Pass1,1,random_5mindur_summer2017,random-7,NA,164354,161700,M-F43-C02_161700_080708_000500
198,20,2,M-F43-C02,3026,M-F43-C02_165439_081753_000500,1-XunPt1,1,random_5mindur_summer2017,random-8,NA,165439,162745,M-F43-C02_162745_081753_000500
199,352,34,M-F43-C02,3026,M-F43-C02_170908_083222_000100,0-Pass1,1,highVAD_1mindur_summer2017,va-5,NA,170908,164214,M-F43-C02_164214_083222_000100
200,48,5,M-F43-C02,3026,M-F43-C02_173634_085948_000500,0-Pass1,1,random_5mindur_summer2017,random-9,NA,173634,170940,M-F43-C02_170940_085948_000500
